LTKBID,compound,node_id,node_type,generation,precursor_smiles,mechanism,enzyme,state_window,smiles,formal_charge,reactive_alert_count,reactive_alerts,selection_score,status,error,total_energy_Eh,gsolv_Eh,homo_lumo_gap_eV,polarizability_au,vip_eV,vea_eV,vomega_eV,fukui_plus_max,fukui_plus_min,fukui_plus_absmax,fukui_minus_max,fukui_minus_min,fukui_minus_absmax,fukui_rad_max,fukui_rad_min,fukui_rad_absmax,chem_potential_eV,hardness_eV,fundamental_gap_eV,electrophilicity_eV,local_electrophilicity_proxy_eV,property_returncodes,homo_eV,lumo_eV,dipole_au,charge_min,charge_max,charge_absmax,charge_std
LT01042,Acitretin,LT01042__R3P0,parent_microstate,0,,microstate,,canonical,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,0,0,,0.0,ok,,-70.390013483278,-0.022469735616,1.93761905966,249.389994,5.2199,2.6787,,0.082,-0.027,0.082,0.055,-0.02,0.055,0.056,-0.022,0.056,-3.9493,1.2706,2.5412,6.137639890602865,0.503286471029435,0;0,-9.6696,-8.0248,2.808698694317024,-0.53542186,0.39732216,0.53542186,0.1460912949682913
LT01042,Acitretin,LT01042__R3P1,parent_microstate,0,,microstate,,acidic_organelle,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])c(C)c1C,-1,0,,0.0,ok,,-70.196517600728,-0.127387590753,1.985406778611,250.989194,4.9517,2.082,,0.062,-0.026,0.062,0.068,-0.02,0.068,0.056,-0.023,0.056,-3.51685,1.43485,2.8697,4.309939687946475,0.2672162606526814,0;0,-9.4217,-7.4363,18.820523804460496,-0.68629812,0.35671809,0.68629812,0.1624486017808643
LT00041,Acyclovir,LT00041__R3P0,parent_microstate,0,,microstate,,canonical,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,0,0,,0.0,ok,,-49.634414235257,-0.049043544938,3.607662060304,138.5957,6.262,1.0054,,0.141,-0.018,0.141,0.112,-0.02,0.112,0.119,-0.019,0.119,-3.6337,2.6283,5.2566,2.511847142639729,0.3541704471122017,0;0,-10.3357,-6.7409,3.9563347905942,-0.53382385,0.36237084,0.53382385,0.2372654729150005
LT01155,Adefovir dipivoxil,LT01155__R3P0,parent_microstate,0,,microstate,,canonical,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,0,0,,0.0,ok,,-56.834604516829,-0.052013237978,3.102161659198,168.97755,6.1789,1.1769,,0.131,-0.019,0.131,0.166,-0.019,0.166,0.148,-0.019,0.148,-3.6779,2.501,5.002,2.704307958816473,0.354264342604958,0;0,-10.0882,-6.8849,2.5671325088133607,-0.53494932,0.47711909,0.53494932,0.2586427535247659
LT01155,Adefovir dipivoxil,LT01155__R3P1,parent_microstate,0,,microstate,,acidic_organelle,Nc1[nH+]cnc2c1ncn2CCOCP(=O)([O-])O,0,0,,0.0,ok,,-56.801062871818,-0.063437163875,2.986850283008,168.232638,6.2365,1.7929,,0.123,-0.018,0.123,0.236,-0.029,0.236,0.13,-0.018,0.13,-4.0147,2.2218,4.4436,3.627197787829688,0.4461453279030516,0;0,-10.6096,-7.4554,5.080758500967929,-0.56109665,0.39917932,0.56109665,0.2379839037561149
LT01155,Adefovir dipivoxil,LT01155__R3P2,parent_microstate,0,,microstate,,physiologic,Nc1ncnc2c1ncn2CCOCP(=O)([O-])O,-1,0,,0.0,ok,,-56.66547616451,-0.131771032357,3.150237819871,169.919454,5.8346,0.9846,,0.136,-0.019,0.136,0.147,-0.018,0.147,0.129,-0.017,0.129,-3.4096,2.425,4.85,2.396983950515464,0.3259898172701032,0;0,-9.9687,-6.7,5.247966365526654,-0.55378632,0.40693317,0.55378632,0.2444454177138066
LT01155,Adefovir dipivoxil,LT01155__R3P3,parent_microstate,0,,microstate,,alkaline_organelle,Nc1ncnc2c1ncn2CCOCP(=O)([O-])[O-],-2,0,,0.0,ok,,-56.46751761449,-0.386311006222,2.836669282243,171.438939,5.4709,0.947,,0.137,-0.02,0.137,0.317,-0.023,0.317,0.167,-0.017,0.167,-3.20895,2.26195,4.5239,2.27621302471319,0.311841184385707,0;0,-9.9469,-6.6636,14.496725142106651,-0.54890379,0.26820344,0.54890379,0.2420075813681402
LT01047,Adenosine,LT01047__R3P0,parent_microstate,0,,microstate,,canonical,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0,0,,0.0,ok,,-59.005834883261,-0.041146542817,3.271991583176,161.692787,6.2757,1.361,,0.129,-0.013,0.129,0.126,-0.009,0.126,0.127,-0.011,0.127,-3.81835,2.45735,4.9147,2.9665690118420245,0.3826874025276212,0;0,-10.3458,-7.0738,2.255929165599358,-0.51296407,0.38592266,0.51296407,0.2473681758092476
LT02213,Alaproclate,LT02213__R3P0,parent_microstate,0,,microstate,,canonical,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,0,0,,0.0,ok,,-52.655432817341,-0.01556993284,3.626934567099,175.995016,6.0608,1.0995,,0.112,-0.018,0.112,0.119,-0.017,0.119,0.093,-0.017,0.093,-3.58015,2.48065,4.9613000000000005,2.5834910250337613,0.2893509948037813,0;0,-10.1778,-6.5509,1.111833941748131,-0.49125147,0.35127192,0.49125147,0.1555342697162702
LT02213,Alaproclate,LT02213__R3P1,parent_microstate,0,,microstate,,acidic_organelle,CC([NH3+])C(=O)OC(C)(C)Cc1ccc(Cl)cc1,1,0,,0.0,ok,,-52.830190620641,-0.119112993698,3.616049274087,174.513281,6.5467,1.1937,,0.128,-0.017,0.128,0.225,-0.015,0.225,0.141,-0.015,0.141,-3.8702,2.6765000000000003,5.353000000000001,2.7981408630674385,0.3581620304726321,0;0,-10.7853,-6.8611,5.928600731848051,-0.4586976,0.36738051,0.4586976,0.1645745963186164
LT00461,Alatrofloxacin mesylate,LT00461__R3P0,parent_microstate,0,,microstate,,canonical,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21,0,0,,0.0,ok,,-120.595240385019,-0.056084355096,2.227369298974,341.786391,5.831,2.5718,,0.084,-0.013,0.084,0.067,-0.019,0.067,0.06,-0.016,0.06,-4.2014000000000005,1.6296000000000002,3.2592000000000003,5.415979982817871,0.4549423185567012,0;0,-10.319,-7.9983,6.249246401531252,-0.53293261,0.4189243,0.53293261,0.2028266111049251
LT00461,Alatrofloxacin mesylate,LT00461__R3P1,parent_microstate,0,,microstate,,acidic_organelle,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3[nH+]c4c(cc3F)c(=O)c(C(=O)[O-])cn4-c3ccc(F)cc3F)C[C@@H]21,0,0,,0.0,ok,,-120.553368649087,-0.136658580184,1.458535299489,341.367948,5.8015,3.0472,,0.094,-0.02,0.094,0.118,-0.012,0.118,0.069,-0.013,0.069,-4.42435,1.37715,2.7543,7.107022808880661,0.6680601440347821,0;0,-10.0566,-8.5741,15.829273465072298,-0.63321202,0.38128422,0.63321202,0.2093949900095459
LT00461,Alatrofloxacin mesylate,LT00461__R3P2,parent_microstate,0,,microstate,,physiologic,C[C@H]([NH3+])C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)[O-])cn4-c3ccc(F)cc3F)C[C@@H]21,0,0,,0.0,ok,,-120.570832115434,-0.095142921675,2.263347236756,341.12137,5.9391,2.476,,0.114,-0.012,0.114,0.103,-0.012,0.103,0.1,-0.012,0.1,-4.20755,1.73155,3.4631,5.112031706419103,0.5827716145317777,0;0,-10.2171,-7.9044,10.659599723186084,-0.61232392,0.37639865,0.61232392,0.211774288193985
LT00499,Albendazole,LT00499__R3P0,parent_microstate,0,,microstate,,canonical,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,0,0,,0.0,ok,,-53.574762065663,-0.018801911259,2.729954282582,182.805942,5.4934,1.4233,,0.107,-0.021,0.107,0.431,-0.05,0.431,0.248,-0.031,0.248,-3.4583500000000003,2.03505,4.0701,2.93854812473895,0.3144246493470676,0;0,-9.6257,-6.8958,1.858958023623468,-0.51404184,0.41545205,0.51404184,0.1736152900820237
LT01051,Albuterol,LT01051__R3P0,parent_microstate,0,,microstate,,canonical,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0,0,,0.0,ok,,-53.681558332614,-0.022114168187,3.735502157486,172.214171,5.6113,0.2021,,0.111,-0.021,0.111,0.121,-0.024,0.121,0.079,-0.017,0.079,-2.9067,2.7046,5.4092,1.5619509151075943,0.1733765515769429,0;0,-9.7633,-6.0278,1.3077622159840014,-0.51352695,0.37103777,0.51352695,0.1884893261395173
LT01051,Albuterol,LT01051__R3P1,parent_microstate,0,,microstate,,acidic_organelle,CC(C)(C)[NH2+]CC(O)c1ccc(O)c(CO)c1,1,0,,0.0,ok,,-53.868123598789,-0.103375445265,3.993805912214,169.662353,6.2412,0.409,,0.106,-0.02,0.106,0.119,-0.027,0.119,0.088,-0.024,0.088,-3.3251,2.9161,5.8322,1.8957323154212815,0.2009476254346558,0;0,-10.3603,-6.2124,3.918565484717406,-0.51583385,0.36580889,0.51583385,0.1931109401116346
LT00692,Alclofenac,LT00692__R3P0,parent_microstate,0,,microstate,,canonical,C=CCOc1ccc(CC(=O)O)cc1Cl,0,0,,0.0,ok,,-45.89403026073,-0.021154628051,4.07029010923,148.188812,6.121,1.0727,,0.103,-0.019,0.103,0.147,-0.03,0.147,0.105,-0.023,0.105,-3.5968500000000003,2.52415,5.0483,2.562710203930036,0.2639591510047936,0;0,-10.4182,-6.5119,1.5029036296807718,-0.48208199,0.4188175,0.48208199,0.1923219615537487
LT00692,Alclofenac,LT00692__R3P1,parent_microstate,0,,microstate,,acidic_organelle,C=CCOc1ccc(CC(=O)[O-])cc1Cl,-1,0,,0.0,ok,,-45.712945030389,-0.109269256452,3.276090464497,149.5826,5.4067,0.7759,,0.082,-0.022,0.082,0.143,-0.017,0.143,0.083,-0.02,0.083,-3.0913,2.3154,4.6308,2.063603630042325,0.1692154976634707,0;0,-9.6166,-6.3405,8.76247896341627,-0.6440158,0.37408633,0.6440158,0.2130190722251259
LT00980,Alendronate sodium,LT00980__R3P0,parent_microstate,0,,microstate,,canonical,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,0,0,,0.0,ok,,-51.89942623531,-0.061631226941,6.843856406815,143.649533,6.4672,-2.976,,0.515,-0.052,0.515,0.286,-0.018,0.286,0.349,-0.03,0.349,-1.7456,4.7216000000000005,9.4432,0.3226786851914605,0.1661795228736021,0;0,-10.7469,-2.3417,4.473302164782821,-0.57749703,0.475246,0.57749703,0.3396207369958923
LT00980,Alendronate sodium,LT00980__R3P1,parent_microstate,0,,microstate,,acidic_organelle,[NH3+]CCCC(O)(P(=O)([O-])O)P(=O)([O-])O,-1,0,,0.0,ok,,-51.76976441765,-0.211595405609,8.489445107234,144.400826,5.947,-3.3935,,0.681,-0.101,0.681,0.267,-0.024,0.267,0.465,-0.044,0.465,-1.27675,4.67025,9.3405,0.1745185549488785,0.1188471359201863,0;0,-10.2132,-1.7238,9.993128846568483,-0.57564859,0.39603343,0.57564859,0.3242085327837191
LT00980,Alendronate sodium,LT00980__R3P2,parent_microstate,0,,microstate,,physiologic,[NH3+]CCCC(O)(P(=O)([O-])[O-])P(=O)([O-])O,-2,0,,0.0,ok,,-51.576749848005,-0.411696831782,8.590463546465,145.49093,5.6675,-3.839,,0.518,-0.057,0.518,0.318,-0.024,0.318,0.381,-0.034,0.381,-0.9142500000000002,4.75325,9.5065,0.0879243741124494,0.0455448257902488,0;0,-9.9512,-1.3608,10.129649150102312,-0.61389785,0.35558784,0.61389785,0.319159344116348
LT00980,Alendronate sodium,LT00980__R3P3,parent_microstate,0,,microstate,,alkaline_organelle,[NH3+]CCCC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],-3,0,,0.0,ok,,-51.295304318862,-0.710335248138,5.535500202066,146.687972,4.8247,-4.2069,,0.57,-0.081,0.57,0.368,-0.025,0.368,0.469,-0.038,0.469,-0.3088999999999999,4.5158000000000005,9.0316,0.0105650394171575,0.0060220724677797,0;0,-9.1099,-0.8811,13.712225184624067,-0.57348765,0.29768655,0.57348765,0.3092745816309497
LT00925,Alfentanil hydrochloride,LT00925__R3P0,parent_microstate,0,,microstate,,canonical,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,0,0,,0.0,ok,,-91.096086357957,-0.031215384439,2.414993932636,290.58131,5.711,1.4133,,0.129,-0.015,0.129,0.179,-0.037,0.179,0.094,-0.022,0.094,-3.56215,2.1488500000000004,4.297700000000001,2.952489150592177,0.3808711004263908,0;0,-9.6608,-7.2458,1.7877471448349285,-0.5404184,0.29991666,0.5404184,0.1332904202932261
LT01107,Alfuzosin hydrochloride,LT01107__R3P0,parent_microstate,0,,microstate,,canonical,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,0,0,,0.0,ok,,-85.423389343969,-0.033837169878,2.334375603817,264.178865,5.134,1.2471,,0.068,-0.02,0.068,0.105,-0.035,0.105,0.083,-0.026,0.083,-3.19055,1.94345,3.8869,2.618953228150968,0.1780888195142658,0;0,-9.4111,-6.7696,1.8436142431110203,-0.52835322,0.26017034,0.52835322,0.1634002523467762
LT01244,Aliskiren hemifumarate,LT01244__R3P0,parent_microstate,0,,microstate,,canonical,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,0,0,,0.0,ok,,-124.51490824628,-0.032134757753,3.575037614042,395.562361,5.4004,0.653,,0.091,-0.015,0.091,0.083,-0.023,0.083,0.05,-0.017,0.05,-3.0267,2.3737000000000004,4.747400000000001,1.9296694801364955,0.175599922692421,0;0,-9.8063,-6.0879,0.9127582253558614,-0.53915756,0.32292277,0.53915756,0.1523611554024198
LT01244,Aliskiren hemifumarate,LT01244__R3P1,parent_microstate,0,,microstate,,acidic_organelle,COCCCOc1cc(C[C@@H](C[C@H]([NH3+])[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,1,0,,0.0,ok,,-124.703623803699,-0.103499389264,3.601620041835,393.66345,5.6231,0.6926,,0.086,-0.018,0.086,0.102,-0.033,0.102,0.063,-0.022,0.063,-3.15785,2.46525,4.9305,2.022516301085082,0.173936401893317,0;0,-9.8519,-6.0856,3.4370068347882787,-0.5326939,0.35354083,0.5326939,0.1547389589816414
LT00043,Allopurinol,LT00043__R3P0,parent_microstate,0,,microstate,,canonical,Oc1ncnc2[nH]ncc12,0,0,,0.0,ok,,-28.523138954892,-0.023117874446,2.97560120971,85.539493,6.8383,1.7973,,0.138,0.01,0.138,0.201,-0.011,0.201,0.169,0.009,0.169,-4.3178,2.5205,5.041,3.698352874429677,0.5103726966712954,0;0,-10.6072,-7.547,0.362742708525045,-0.40947766,0.4186013,0.4186013,0.2343230253277985
LT01053,Almotriptan malate,LT01053__R3P0,parent_microstate,0,,microstate,,canonical,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,0,0,,0.0,ok,,-69.364316894635,-0.039998810324,3.141200709428,242.032182,5.2885,0.7605,,0.091,-0.013,0.091,0.159,-0.048,0.159,0.083,-0.029,0.083,-3.0245,2.264,4.5280000000000005,2.020229737190812,0.1838409060843638,0;0,-9.5263,-6.3851,2.908236552513159,-0.6614435,1.13196934,1.13196934,0.2264204632720192
LT01053,Almotriptan malate,LT01053__R3P1,parent_microstate,0,,microstate,,acidic_organelle,C[NH+](C)CCc1c[nH]c2ccc(CS(=O)(=O)[NH+]3CCCC3)cc12,2,0,,0.0,ok,,-69.700062400041,-0.250247264072,3.102719486834,237.186133,6.166,1.8199,,0.214,-0.017,0.214,0.093,-0.013,0.093,0.118,-0.01,0.118,-3.99295,2.17305,4.3461,3.668495824417296,0.785058106425301,0;0,-10.2735,-7.1708,4.253768074373954,-0.600173,1.24371514,1.24371514,0.2337641526857322
LT01070,Alosetron hydrochloride,LT01070__R3P0,parent_microstate,0,,microstate,,canonical,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,0,0,,0.0,ok,,-61.440683746256,-0.030629126228,3.233832725828,213.705014,5.4953,1.0827,,0.091,-0.026,0.091,0.065,-0.023,0.065,0.07,-0.025,0.07,-3.289,2.2063,4.4126,2.451507274622672,0.2230871619906631,0;0,-9.8371,-6.6033,3.137212969391224,-0.57164926,0.2642938,0.57164926,0.1317098227324188
LT01070,Alosetron hydrochloride,LT01070__R3P1,parent_microstate,0,,microstate,,acidic_organelle,Cc1[nH]cnc1C[NH+]1CCc2c(c3ccccc3n2C)C1=O,1,0,,0.0,ok,,-61.597865636712,-0.083281754403,2.687574076999,211.736871,6.1043,2.1387,,0.163,-0.03,0.163,0.059,-0.021,0.059,0.111,-0.025,0.111,-4.1215,1.9828,3.9656,4.283528911135768,0.6982152125151302,0;0,-10.5407,-7.8532,3.839879430807417,-0.42047383,0.28299187,0.42047383,0.127153857314586
LT01070,Alosetron hydrochloride,LT01070__R3P2,parent_microstate,0,,microstate,,physiologic,Cc1[n-]cnc1C[NH+]1CCc2c(c3ccccc3n2C)C1=O,0,0,,0.0,ok,,-61.36226076399,-0.05126142413,1.252585335865,213.708584,5.534,1.168,,0.094,-0.027,0.094,0.061,-0.022,0.061,0.068,-0.025,0.068,-3.351,2.183,4.366,2.5719654145671096,0.2417647489693083,0;0,-9.9174,-6.6931,3.644344586841097,-0.57460309,0.26357726,0.57460309,0.131821912144008
LT01060,Alpidem,LT01060__R3P0,parent_microstate,0,,microstate,,canonical,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,0,0,,0.0,ok,,-78.723775825637,-0.022165275752,2.874003659365,279.867104,5.8327,1.9302,,0.073,-0.012,0.073,0.078,-0.013,0.078,0.064,-0.01,0.064,-3.88145,1.95125,3.9025,3.860513543241512,0.2818174886566303,0;0,-10.1909,-7.3168,2.682801008061043,-0.53619535,0.26768621,0.53619535,0.1214136967109151
